Stars,clean_text_train
5,really good card holder like design even used wallet also damn good
5,thanks seller good product described quality product good recommended recommended purchase
3,product acceptable price high price high
5,card classy well organised card holder
4,premium quality nice
4,good quality product nice product
3,quality okies go look bug dnt feel worth
5,useful product carry number card card completely safe currency also inside compact safe card
5,liked good
5,nice product durable perfect gift friend good quality product
5,good good
4,good product value money good
3,not expected average
5,quality product simply great nice hold use daily basis find comfortable good use product would recommend everybody purchase word not regret purchasing take care important card quality
4,nice product fit pant pocket option keep coin nice
5,good quality wallet decent one
4,worth buy good material
5,space use quality
5,nice one leather quality good
4,quality good good product
5,quality best best
5,quality good nice wallet
5,buy husband loved nice quality
4,good quality product quality
4,play video product good due light colour may get dirty easily also mentioned catalogue chain missing shipment good product
3,quality leather zip need improve
4,nice product perfect sizing attractive design perfect product wanted
3,within month rare use product torn side outside inside material cheap quality chain quality average card slot offered advantage outside mesh fine keep readily accessible card proof much expensive bad quality product
5,safe keep credit card handy
5,zipper quality good elegant look using taking public card slot hold upto used keep folded cash last slot note max enough used keep coin max normal purse user expectation serf purpose handy comfortable jean
5,play video purchased month still look like much space coin card small pic see license space instead license use anything whatever want show outside important thing stuff better purse stuff much better carry easily lovely purse hold card inside stuff good
5,style safety combo product good quality zip addition slot keeping card great way storing card stylish safe
5,happy product especially chain keep closed not use rfid feature storage let accept not wallet slot spacious enough insert one card card not fit tried overall happy product price thing wanted storage
5,good product good product
5,good quality good amount space personally expecting little quality space
5,like satisfied
5,thanks thanks
5,nice nice
5,really great product met expectation
5,recently purchased card holder must say compact accessory made life much organized design sleek minimalist love easily fit pocket without adding bulk quality material used feel premium tell built last one best feature capacity despite slim profile hold surprising number card credit card id business card slot snug yet accessible ensuring card not fall accidentally technology great security feature protecting sensitive information potential digital theft small detail provides extra peace mind overall highly recommend card holder combine style functionality security one compact package made everyday life convenient could not happier purchase excellent quality product
5,good product good quality
5,nice one useful
5,brought brother met year still using value money product prefect gift use
5,good quality last pocket size cash large wonderful product great
5,satisfied product great product
5,good good
5,pouch good pouch good like
5,good quality good one
5,really good card holder like design even used wallet also damn good
5,thanks seller good product described quality product good recommended recommended purchase
5,card classy well organised card holder
5,useful product carry number card card completely safe currency also inside compact safe card
5,liked good
5,nice product durable perfect gift friend good quality product
5,good good
5,quality product simply great nice hold use daily basis find comfortable good use product would recommend everybody purchase word not regret purchasing take care important card quality
5,good quality wallet decent one
5,space use quality
5,nice one leather quality good
5,quality best best
5,quality good nice wallet
5,buy husband loved nice quality
5,safe keep credit card handy
5,handy superbbb quality good one
5,completely love one warranty also awsome
5,small efficient good
5,multiple card slot multiple card slot
5,excellent product card holder
5,beautifully crafted card holder good looking useful hold card good manner safety security made good quality material elegant looking good design quality
5,would amazing keeping card money trip useful wallet
5,want return order refund amount not like product please refund amount order customer thank return refund
5,comfortable card not best quality use multiple card
5,recently purchased rfid blocking leather slot vertical credit debit card holder extremely satisfied purchase card holder made material leather give sleek stylish look slot provide ample space credit debit card vertical design make easy access quickly rfid blocking feature great added bonus giving peace mind personal information safe secure overall highly recommend card holder anyone need durable stylish secure way carry card great value price happy purchase stylish secure perfect card holder
5,play video good excellent cardholder
5,good product card wallet
5,overall wallet outer finishing good strong zip slider handle zip big outer pocket strong stitching strong interior interior strong many pocket hold card money pocket either end thing rupee coin fall bottom interior stitching great quality
5,super super one
5,nyc product like much protection nyc quality large storage space debit credit card easy use
5,absolutely loved could easily keep different bank card proof currency note card easily placed taken one thing hated normal wallet wanted something specific card one pretty good exactly wanted friend saw also liked wanted purchase excellent product
5,space decent quality product good premium look premium
5,outer casing sturdy inner slot decent might not withstand heavy usage light moderate usage perfect good material
5,good good quality
5,good product described attractive built quality strong must buy perfect product
5,looking good good design one useful expected good looking many card slot
5,wallet not bulge use item store card great thing secure card
5,better expectation east keep front pocket leg pain come awesome
5,happy look product size also comfortable trouser pocket quality also good good looking easy use
5,quality excellent
5,good product good
5,space place good quality
5,like product nice nice
5,good quality good quality
5,product nice useful material also good durable worth value money nice
5,best nice
5,worth money good product fine finishing good product fine finishing
5,awesome product awesome product
5,best item nice card case
5,material zip quality excellent worth money excellent quality product
5,useful product good useful product
5,nice must buy stylish attracts people look work say
5,good also happy
5,easily hold card cash good quality good design best card wallet
5,like quality good useful keeping various card like bank card card etc useful easy comfortable arranging various card
5,actually good quality material liked good
5,card one place card holder
5,good good quality
5,keeping credit card driving license best best
5,card holder great product
5,good product good product
5,satisfied wallet supperb amazing
5,everything carefully made
5,price could little le otherwise okay good looking spacious
5,product quality good liked product much
5,good buy quality
5,good quality good quality
5,quality product good loveed colour nice one
5,happy product good quality picture
5,good product good product
5,loved nice design good quality
5,stylish elegant well designed sturdy durable everything product ooze high quality useful product
5,value money value money
5,handy easy use pocket size easy safe use
5,great product happy buy great product
5,using last month quality product good product
5,life got easy using wallet help customize card cash amazing wallet
5,good look good quality serf purpose good look good quality
5,good quality product loving good quality
5,good good quality
5,useful men perfect wallet life perfect men use
4,breadth card holder little small company manufacturer must instructed increase size breadth card holder least cm except product quality excellent size breadth card holder
4,good product not easily fit pocket keep bag otherwise not good product big size
4,good quality wallet
4,good quality nice
4,osm quality
4,zip seen far good nice one
4,product good quality good color nice seems durable one definitely purchase looking good
4,great product buy zipper could smooth alright product advertised
4,good one good
4,nice product like best quality
4,good worth worthy
4,good looking quality good one
4,front pocket little small good item card storage
4,colour good convenient
4,good product quality image good
4,good store card slot handy
4,product good need improve packaging good
4,like super
4,light weight fit nice colour leather normal good
4,material durable good quality good protection card cash
4,product price product
4,nice size
4,good one build quality good vendor scant respect product packaging bad matter luck arrived without damage almost came bare bone think half naked wrapper convenient good product
4,really good price wanted something little bit slimmer perfect beautiful
4,good good
4,good product good
4,nice value money good
4,super like wonderful
4,thing think improved design colour amazing product
4,portability good service
4,good look utility best people not want buy leather product save animal thin loose thread annoying stitched site good non leather user
4,good zipper help organise card thing compact size compact good organizer
4,like product quality good jip little bit struck middle good
4,value money
4,gifted dad slot little small document laminated thinking put not buy not useful
4,size small size
4,quality quality zip not mark zip wallet not working feature wallet
4,quality good costly quality wise costly
4,product used keep debit credit card driving licence vehicle registration suggest inside pouch half inch bigger watch sale inside pouch
4,good value money
4,play video please return product not value money
4,good pocket hold credit debit card buy good leather pocket
4,pocket fit helpful carry card accessory recommend good quality
4,wish price bit lower people would buy good quality look not worth though great match plan keep card small amount cash anything thick strain zip making hard close good buy good
4,excellent product best price excellent product
4,premium quality nice
4,good quality product nice product
4,good product value money good
4,nice product fit pant pocket option keep coin nice
4,worth buy good material
4,quality good good product
4,good quality product quality
4,play video product good due light colour may get dirty easily also mentioned catalogue chain missing shipment good product
4,nice product perfect sizing attractive design perfect product wanted
4,good product quality
4,good product quality
4,useful everyone good looking
4,first time bought product husband year zip got demaged becoz heavy load purse mistake found product time also got purse husband good value money using many card value money
4,good first time user however quality better price range descent quality little overpriced
4,card holder inside pocket open bottom suggest first last slot closded bottom used storing coin valuable small item card holder secured
4,product good delivery person kept packet main security gate without information instead door delivering flat delivery issue
4,product look good suitability
4,delivering different coloured product not stock not put description rest look good zipper quality not really useful coin delivered wrong coloured product
4,good use good use
4,product nice good product
4,yes liked much fulfilling expectation compact easy keep pocket material also good could better nice product
4,not money socket sufficient good product money worth good product
4,good good
4,meet expectation superb quality
4,useful item office goer good product
4,awesome product price card slot ample place easy put take chain not feel smooth good design value money
4,good product minimum feature focus card slot would better atleast one coin pocket good product minimum feature focus card slot
4,good nice
4,good okay
4,price price high
4,product good wallet
4,good quality zipper seems good robust know durability month bit overpriced good product bit overpriced
4,good value money quite useful not tried really rfid compliant good product
4,quality could better overall innovative product look good strength could better
4,nice article looking long time last find right product one thing uncomfortable little thick keep back pocket remaining good thanks amazon new wallet
4,good
4,worth buy good product buy
4,size holder small card holder pocket small little spacious
4,cost product mrp funny way poor people made fool quality normal durability not predicted cost product high amount product within rupee two hundred
4,difficulty keeping coin difficulty keeping coin
4,quality material not much good value item high hope better durability thanks regard item costly hop better durability thanks
4,like product quality good
4,okay okay bit expensive fine
4,good purse men card cash carring person good purse card holder
4,product material doubtful part skin peeling corner shared snapshot otherwise zip quality seems good look nice let try see product material quality doubtful
4,defective item incomplete stitching sent defective product
4,happy product recommended good product meant exclusively card protection
4,course not made leather leather use word leather name bit misleading seems bit expensive guess better option price range durability something not comment upon certainly look good touch expensive
4,excellent product good value money one small issue bit large shirt pocket good product price value
4,delivery agent not call regarding delivery product good
4,item seems durable quality chain strong working smoothly item per display
4,dad us card good quality one problem chain not good quality overalll good good
4,nice look wise spacious card cash also durable especially quality product suggestion change one tag color blue green give national flag feel nice durable item green tricolor tag
4,little bit high price nice quality
4,product really good zip much quality pricing product high good costly
3,good product buy yes get cheaper cost market expensive per quality good product useful keeping card well visiting card good product expensive per material
3,quality not much expected value money recommended
3,good not work long time good wroth
3,received damaged product replacement needed however suitable short term use nice defective
3,weight good le hold pretty good number card mentioned currency pocket not great card pocket side nice material cheap look plastic not like zip sturdy fancy not leather hope forget not even come good quality package wrapper get better packaging street seller not recommend not worth money
3,inside pocket card not mark carry cash card ease need effort open close chain pocket quality not satisfactory
3,comfortable size shape enough material chain pocket not look strong durable price higher similar product available market cute looking pouch
3,product acceptable price high price high
3,quality okies go look bug dnt feel worth
3,not expected average
3,quality leather zip need improve
3,within month rare use product torn side outside inside material cheap quality chain quality average card slot offered advantage outside mesh fine keep readily accessible card proof much expensive bad quality product
3,improve coin space
3,play video good quality slot increased overpriced average card slot
3,wallet product nice easy carry except not isolate block rfid reader rfid not stopped
3,hello guy per point view advantage disadvantage advantage good holding card zipper quality good disadvantage wallet quality not good bit bulkier expect overall kind product want keep card would suggest look option price thanks kind product
3,good quality good one
3,better wallet available offline high cost
3,product good mainly use keep card not keep money becomes hugh not look good pocket keeping many card space keep note coin call card holder good quality
3,ordered pack received ordered pack received
3,not understand described fair not best
3,good nice
3,not regular use not holding money
3,size slot size not sufficient card refund not received even month
3,bank card holder card money better keep pant chor paket money bag
3,pocket like inside material not good rate external quality good inside material not good rate
3,zipper broke soon quality
3,buy temporary use mine lasted like month look good
3,design beautiful space every card material product also good finish not stitch worst stitch poor
3,upon month purchase inside wallet detached also inside interfere zip open close yse durability not good
3,product not worth value not leather cost high compare brand quality
3,expect better overall average product average
3,expensive expensive
3,not bod okey
3,thought would hold money card look like card holder able hold card able hold le rupee rupee note getting folded corner zip quality good feel could done better not met expectation
3,card holder use card holder debit credit card visiting card
3,price actual quality high not value money
3,not leather fooling customer quality
3,good product not worth price quality not upto mark not proper space keep note coin good card not worth price
3,not expect material use say not optable one
3,cheap quality not good product
3,not recommend not contain box look fake look fake cheap
3,
3,not good price average quality much better available myntra better price good not better
3,good quality product durability lack due little size prized quite upper side trendy good looking hand trendy little good looking purse
3,seems normal wallet not require much price normal type wallet
3,thank much entire amazon team reaching wallet right hand right time nice one show picture
3,chain got damaged within month rest material good problem chain chain not good
3,look like stunning quality like waste money
3,big carry big carry
3,nice product not worth value price paid expensive
3,not value money material average material average
3,none none
3,
3,overall satisfied chain not smooth satisfied
3,not standard usage
3,box pocket card box like
3,zip not last week not worth zip give way within week
3,credit card not put cash
3,improve quality inside material not bad
3,rate high
3,bad product total loss money
3,atleast width atleast width
3,price high per quality price high per quality
3,good stylish spacious inside stylish outside
3,zipper not good quality rest zipper quality not good
3,stitching poor aome place stitching worn poor stitching quality
3,actually not leather worth osf not satisfying price range
3,amazon showing small cool real big
3,good quality
3,like quality average quality average
3,currency not handled kept properly not good product
3,nice product material shmutha lik chen value money side cad enzi moving bat cesh not ricvar grave
3,like quality average quality average
3,currency not handled kept properly not good product
3,nice product material shmutha lik chen value money side cad enzi moving bat cesh not ricvar grave
3,like quality average quality average
3,currency not handled kept properly not good product
3,nice product material shmutha lik chen value money side cad enzi moving bat cesh not ricvar grave
2,material used thin feel flimsy quite difficult handle note filmy purse costly price
2,product quality poor not value money quality
2,one came return return enne seen september
2,average quality much cost
2,product not look like shown pic not worth waste money poor quality
2,taking money wallet every time risk not good
2,vagrancy vagrancy
2,put card slot barely getting closed fabric chain not look like last long full capacity card fine not last long put card
2,wallet good zip quality bad zip quality bad
2,leather zip quality bad spending amount money not like quality zip bad leather bad quality
2,bulkier expected bulky
2,good want carry fill slot still tight plus hardly space keep cash not good many card
2,ordered looking title design assuming would leather faux leather least top would durable received next day thanks amazon quick delivery realized taken ride look great brand new definitely not one part even faux leather completely synthetic material decided not place request due personal reason beyond purview review misleading title leather part whatsoever
2,product quality okk okk price high okay okay
2,play video quality material not good price high zipper quality average design good look stylish card holder must priced quality improved
2,purchased slot storite card holder highly utility product slot helpful long term storage card pan multiple id etc three side zipper boon completely close wallet ensure card fall mistake doubt relevant item life material card holder cheap kind paying material high ideal price decide keep time want anything better thanks not value money product
2,chain not look smart design look feminine although men carry card concept good product
2,everything okay key chain not packet shown picture sorry not promise
2,quality leather slot provided poor quality poor quality
2,specification mentioned leather unfortunately not leather address tag nit given pls arrange collect change buying next one
2,good outer look quality internal material not worth amount spend good outlook quality internal material not worth
2,product not expect good product not good
2,look good zip quality poor month zip broke loose whole wallet useless not good
2,okay product okay material priced higher usual not value money nit value money average product
2,card holder bad quality size large fit pocket large hold pocket
2,quality zip improved zip failed day
2,worst worst
2,material product not look like picture saying leather product description totally fake kind plastic worst material
2,card may fall card may fall
2,card holder plastic pouch loose space keep money coin card holder plastic pouch loose
2,stitching not good paid not find worth order issue stitching not good
2,comment nothing specific size small costly item
2,quality product bad total waste money quality product bad
2,tag attached tag attached
2,bed quality bed quality
2,not leather sipmle reakzin not like
2,overall quality fine not per price low quality material used priced somewhat around not inferior quality
2,please somebigsige innerside not suitable atm card adharcards
2,good good
2,zip
2,not worthy price also quality material not worthy price
2,comparison costly look design chain quality durable not good option
2,buy product bigger picture almost regular wallet use big wallet
2,written nylon product actual leather product wrong description poor description
2,quality not much good
2,overpriced product overpriced product
2,size small hardly card keep enough space money zip wallet
2,not met expectation material not good
2,not leather poor quality
2,quality detail missing not worthy
2,good product unfortunately piece received not good quality card slot not center aligned within pouch touched zipper one side tried unzip pouch kept touching slot could not open smoothly required pull open returned item not satisfied quality
2,material finish good pretty much bulky heavy chain durable good finish stitch bulky carry pocket
2,quality not expectation not stiched properly quality
2,good product unfortunately piece received not good quality card slot not center aligned within pouch touched zipper one side tried unzip pouch kept touching slot could not open smoothly required pull open returned item not satisfied quality
2,material finish good pretty much bulky heavy chain durable good finish stitch bulky carry pocket
2,quality not expectation not stiched properly quality
2,good product unfortunately piece received not good quality card slot not center aligned within pouch touched zipper one side tried unzip pouch kept touching slot could not open smoothly required pull open returned item not satisfied quality
2,material finish good pretty much bulky heavy chain durable good finish stitch bulky carry pocket
2,quality not expectation not stiched properly quality
2,good product unfortunately piece received not good quality card slot not center aligned within pouch touched zipper one side tried unzip pouch kept touching slot could not open smoothly required pull open returned item not satisfied quality
2,material finish good pretty much bulky heavy chain durable good finish stitch bulky carry pocket
2,quality not expectation not stiched properly quality
2,good product unfortunately piece received not good quality card slot not center aligned within pouch touched zipper one side tried unzip pouch kept touching slot could not open smoothly required pull open returned item not satisfied quality
2,material finish good pretty much bulky heavy chain durable good finish stitch bulky carry pocket
2,quality not expectation not stiched properly quality
1,metal buckle zipper came apart us opening bag end zipper widened use pressure applied poor quality compared price product metal zipper came two part
1,worst get better product road sso sso costly zero rating not consider single star worst product
1,leather got damaged came within week much disappointed quality leather not good
1,zip quality poor not able zip year since bought alreay zip gone zip quality poor
1,color bed bed product color
1,gst included leather wallet india putting gst anyone explain price gst
1,poor quality high priced not worth price
1,material quality bed using two day bad material zip quality quality poor
1,poor material zip quality poor quality overall
1,small small purse card not fitting small not convenient small compartment
1,quality bad quality bad
1,not worth price not worth price
1,play video quality third class material low quality eight day day use kiya hai condition purse good
1,bad bad
1,really thought good quality expense bought within three day got fooking quality
1,mentioned size big would rather buy wallet
1,not recommended quality cheap not recommended
1,product quality poor per price product quality
1,dislike without zip
1,get product offline market around not waste money material also poor quality poor quality not deserve even
1,dislike not good quality sorry not good quality
1,play video quality good would not work rfid not work
1,total stupidity not worth
1,not price worthy actual price price hiked given offer pathetic not leather
1,big size atm holder need small not like return wallet big size wallet need small
1,product damaged sure piece returned improper stitching worn bad still without checking seller sent damage kind not happen transit also buy get local bag shop half price le not buy damaged overpriced
1,nothing like worst material not leather not leather wasteless material not even life
1,poor quality product want return seller cancel saying price tag missing truth one came pick package not buy anything seller poor quality product
1,quality rubbish broke within week nonsense
1,designing well quality material used also not standard scope improvement poor quality
1,used day zip not working advise people not waste money amazon loosing reputation allowing people sell kind class product not buy grade product
1,not look good not even worth not worth
1,verydal product dal product
1,bad quality high price quality price
1,bought product october today product shown durability guy see picture stich ripped position started age product could not even last month picture look good reality not last longer period consider buying like money wasting spree product quality
1,cheap product not buy
1,amazon fooling item not reached till date took
1,wallet quality cheaper bad quality cheap quality
1,chain quality not good not work month use quality not good
1,zipper not working properly returned back seller zipper not working properly returned back seller
1,one year guarantee product destroyed within month bad quality
1,garbage product zip poor quality
1,play video half month use wallet tear side much expectation disappointed not stand expectation
1,quality not good waste
1,size big not put pocket big
1,road type material branded price premium customer amazon feel like many time amazon earn money amazon team focus cheap product show best amazon website hopeless product hopeless website amazon one time amazon break trust hopeless product
1,bad quality product purchase damage bad product
1,slippery come pocket slippery come pocket
1,given open view item know interier designed lot pocket not wide enough place currency coin not buttoned pocket keen falling case credit card atm card totally disappointed design item awful feel wasted mony
1,not use wallet not get deceived look look good inconvenient use finger not fit get cash not easy get particular card card slot terrible experience thrown brand new waller dustbin not buy waste money
1,not like product trying return one come receive automatically return get cancel reason mentioned price tag not wallet even one come check not like product
1,product not delivered please either return product refund money
1,play video stitch come day poor product
1,day happen quality not good quality not good not buy
1,condition two day use poor quality please not buy poor quality not worthy
1,not per site product not shown site take away thing writing daily
1,gap item description actual item poor quality per description leather wallet however poor quality material
1,stitch getting open not worth product stitch
1,material finish poor seam coming month light use not recommended poor quality
1,poor quality finish product would not use even given free poor quality finish
1,play video worst product money waste
1,fabric poor quality poor quality
1,got side fat month poor quality
1,worst product ever seen really shocked receive type product totally different look picture worst product
1,condition product day use worst quality
1,item not value money also not useful shown picture not value money
1,product warranty plzz exchange warranty plzz exchange
1,thing product shown like keeping aadhaar card document not included everyone think carefully
1,not deliver ordered color not worth money
1,zip got damaged three day poor quality product waste time money worst quality
1,zip property not working month poor zip quality poor zip quality
1,actual product look somewhat similar product shown picture quality material used product far shown picture product not even worth poor quality cheap material
1,play video third class product not waste money bad product product life maximum month
1,quality not meet price not waste money poor quality value money
1,quality le much cost low quality product buying outside rather buying wrost product
1,good product not good
1,bad product please return money bag give new money bag fat inside money bag
1,quality not good not good
1,bad quality card holder bad
1,chain quality poor chain quality poor
1,play video put card money not able close small size not leather stupid meterial useless product plz return exchange poor service stupid quality hop le toduct
1,product not claim page quality bad especially zipper look like separation hold card come day use not buy
1,lid leaking liquid not use bag leak plastic material also not good waste money not good product waste money
1,wallet lot cheaper portal carry card little cash not recommended large pocket
1,le space not even store money card inserting space small unable put coin disappointed small space suitable kid
1,worst quality bad product zip not working properly dirty worst quality bad product zip not working properly dirty
1,quality material bad not per picture poor material
1,not value money not value money
1,horrible product quality horrible
1,quality highly price
1,pls return amount poor quality poor product
1,bad quality easy loose card keeping safe material size not according description picture bad quality easy loose card keep safe
1,poor quality high price poor quality high price
1,found overrated not worth
1,burst two day stitch torn low quality material
1,not recommend look good not durable not durable
1,zip already giving trouble get struck zip already giving trouble
1,look like lady purse system keeping big note not correct one keep note folded locking system atm card
1,product chain bad bad product
1,zipper low quality product not change whyps low quality
4,good stitching thickness value money awesome product good nivia
4,size small problem small size
4,product arrived not shown picture colour not white shown dark grey even though product overall good pocket friendly small sufficient one person gym item overall good
4,great duffle bag may use gym regular shopping purpose also great purchase
4,good quality small size small
4,compect bag beginner not carry much stuff sufficient
4,great product gym guy handy
4,picture ordering white bag description colour said grey instead grey received bag per description grey not per bag displayed picture white request amazon correct mistake ordered white received grey
4,lightweight cheap con small size might not suitable many gym people carry lot stuff like belt glove etc started using see durability good product
3,everything good expected bigger size small return available replacement consider small size good quality
3,nice product nivea single person carrying shoe water bottle towel dislike big size per price gym shoe water bottle carrying bag
4,play video nice quality light weight good quality price
4,good product material good nice
3,useful gym boy also attractive looking nice gym bag good quality nivia awesome product
4,product good quality worth price size small shoe water bottle disappointed size
4,good quality small size bag good gym pair shoe water bottle small workout towel easily fit bag good quality size small
5,complain good use quality
3,although enough shaker shoe towel nothing else fit not even water bottle tiny size compared normal gym bag
3,flimsy product not carry weighty item value money flimsy value money
3,little small thing come little small
4,value money nice
4,good good
4,small quality
3,smaller thought would size
3,color bag arrangement nice quality not good quality not bad not bad
4,quality good carrying much thing gym quite little bag carry one pair shoe towel bottle litre good
5,carry bag daily gym size make easier carry easily fit shaker value money best budget bag
4,liked quality could better decent item price
4,good price smaller look
5,awesome price keep might hold one pair clothes awesome price
3,read review small size not small tiny not even fit skating shoe year old small bag used school tiffin
5,nice good
5,comfort ease use value money waterproof nice gym bag
3,not much biggest carry one pair show one bottle size
4,awesome product great
5,looking gym bag shoe not large fit shoe looking gym bag towel bottle space not bag
5,good nice bag
4,small compared others best beginner men kid quality good small bag
4,absolutely great purchase must buy enough space one quality fine good quality sturdy material
3,bag material stitching alright moderate use not look high end type price justified buy range okish product
4,bag look good small size gym bag
5,small useful worth
4,nice gym bag good price boy take school swimming class comfy light good
5,strap comfortable build quality good size also good bottle pair shoe also extra stuff fit properly good product
4,average quality not bad
4,nice good
4,bag small truth
3,accommodate shoe towel need space bigger one small
4,looking bag keep bottle hand towel good watch size ordering non returnable small though
5,quite handy bag little stuff like water bottle glove towel even used chest bag traveling nice product
5,comfortable ease use nice one
4,good gym bag
5,good product gym purpose quality
3,put pair shoe water bottle price little bit bigger would perfect still use carry training material small checkout pic
5,osm osm
2,size small size issue
4,product good wrt pricing quality bag quality zip good bag hardly hold pair normal shoe water bottle good product
4,best one good
4,good quality value money
2,small size not like picture shown description inaccurate photo product small
5,best quality support good amount weight use carry gym shoe towel bottle shaker preworkout best budget
5,bag amazing gym use durable big enough store gym towel sipper wrist support shoe time loved nice product
4,nice bag comfy hold wish strap bit long material nice durable keep mind small barely fit shoe towel best price
5,brought small one good using product around still quality good one best one ever zip quality also good lifetime think withstand two four year based usage best bag gym use
5,basically small put football kit good bag price range
5,excellent quality bag excellent bag
4,using small gym bag nice smart look smart
5,best price awesome
2,expected bag going small exceeded expectation smaller small
3,size good carry pair shoe water bottle nothing else size small
2,thought normal sized gym bag seeing pic suprised first impression quality good update quality using two start small
4,good
2,image showing bag deceiving bag image stuffed seems like cloth used bag withstand shape however take bottle cloth gym bag look really bad would request please invest buy good bag little thick fabric piece thin cloth attached strap buy cheap buy twice bag
3,not big expected small
4,issue little le space required fit shoe easily not fit anything else good bag gym
5,bottle phone glove towel fit easily portable
2,product size wise higher price higher
4,good product handy carry assorted thing
3,best not bad
4,bag look small person fit pair shoe towel bottle squeeze fit cloth top single compartment bag thing might not sit comfortably inside enough room accomodate thing like compact fit easy carry around small fit
4,little small quality good price
4,awesome useful bag carrying small bulky item
5,measurement exactly looking dump smaller stuff bag keep driver seat car helped make space glove box especially useful kia carens good amount space driver seat utilised course not used gym sport activity need keep one litre bottle pair shoe etc make use purpose sure good quality product small size benefit
4,good goodd
4,dimension length around height around breath around not place volume football small compact bag good gym easily place shoe towel shirt bottle
5,got yesterday delivered day expecting fine product got price space enough shoe sport belt glove phone earpods bottle even contain pocket beside best duffle bag raut best cost
4,good good
2,small per picture shown small
2,height person good
5,use carry thing nice durable bag
5,bag light weight easy carry belonging water proof rain nice product nivia serf purpose
5,good quality rate excellent product
5,great quality price small right size using gym bag get stuffed max carrying lifting belt glove strap thick knee sleeve water bottle small accessory inner compartment need search loose small thing great quality
3,quality bag low price range around worth buy worth buy price range
5,casual gym going guy bag enough good budget bag
3,kit bag small size zipper good strap adjustable sid pocket small kit bag
3,mentioned dimension smaller limited use smaller expected
3,towel pair shoe half litre water bottle overall good
5,excellent bag quite compact good quality gym bag
4,product quality good size small bought gym purpose getting full putting shoe like shoe bag good
5,complain good use quality
5,carry bag daily gym size make easier carry easily fit shaker value money best budget bag
5,awesome price keep might hold one pair clothes awesome price
5,nice good
5,comfort ease use value money waterproof nice gym bag
5,looking gym bag shoe not large fit shoe looking gym bag towel bottle space not bag
5,good nice bag
5,small useful worth
5,strap comfortable build quality good size also good bottle pair shoe also extra stuff fit properly good product
5,quite handy bag little stuff like water bottle glove towel even used chest bag traveling nice product
5,comfortable ease use nice one
5,good product gym purpose quality
5,osm osm
5,best quality support good amount weight use carry gym shoe towel bottle shaker preworkout best budget
5,bag amazing gym use durable big enough store gym towel sipper wrist support shoe time loved nice product
5,brought small one good using product around still quality good one best one ever zip quality also good lifetime think withstand two four year based usage best bag gym use
5,basically small put football kit good bag price range
5,excellent quality bag excellent bag
5,best price awesome
5,bottle phone glove towel fit easily portable
5,measurement exactly looking dump smaller stuff bag keep driver seat car helped make space glove box especially useful kia carens good amount space driver seat utilised course not used gym sport activity need keep one litre bottle pair shoe etc make use purpose sure good quality product small size benefit
5,got yesterday delivered day expecting fine product got price space enough shoe sport belt glove phone earpods bottle even contain pocket beside best duffle bag raut best cost
5,use carry thing nice durable bag
5,bag light weight easy carry belonging water proof rain nice product nivia serf purpose
5,good quality rate excellent product
5,great quality price small right size using gym bag get stuffed max carrying lifting belt glove strap thick knee sleeve water bottle small accessory inner compartment need search loose small thing great quality
5,casual gym going guy bag enough good budget bag
5,excellent bag quite compact good quality gym bag
5,quality good bag really cute felt little bigger size make worthy nice quality
5,good gym small picnic stylish
5,like product much easy carry thing gym good capacity good product
5,recommended study hold lot stuff
5,small yet sufficient bag made good quality material look cool best quality bag suitable sport
5,good comfortable
5,nice stitching quality zip quality also good value money duffle bag
5,nice product terrific purchase
5,small enough worth buy
5,good product good product
5,great quality material original awesome gym
5,good quality good
5,nice product
5,great want shaker shirt bag small bag le space although quality great quality good
5,easy carry quality good good quality
5,good material nice stitching zip pricing perfect worth pricing
5,waterproof material bag favourite thing size ideal beginner regular gym freak small size ideal beginner
5,using month still look new cheap price tikau
5,not big worth money satisfied nice product
5,size storage concern let tell carrying water bottle towel regular size gym glove shoe smaller size good quality product easily able store gym essential
5,quality product good small fit gaiam glove towel water bottle nicely boot remain fully packed belt nice product
5,purchased duffel bag gym usage compact serf purpose tried using bag short trip found easy carry sufficient quantity accessory value money best buy
5,bag easily fit pair shoe towel liter bottle good quality bag good price
5,happy quality job
5,good one bottle pair shoe good one bottle pair shoe
5,recommend gym purpose quality handy due size travelling space might not enough also compartment worth gym okay travelling
5,looking small bag keep hoodie water bottle wristband small accessory perfect size
5,wanted small duffel bag one perfect pic small perfect
5,right not issue shoe size satisfied light use
5,good quality product ideal gym short distance travel good quality durable
5,awesome bag cloth quality good superb quality
5,nice product worth price
5,best beginner one pair shoe one bottle kept inside towel napkin outside mesh beginner contain pair shoe water bottle napkin towel
5,best gym bag ever bought small bag best not know people complaining size meant gym cmon fit perfectly bottle sweat towel glove product great not going regret great
5,waw great bag looking size beg damn sure thanks back short cute bag fabulous design compact size loved
5,two year still using bag gym great quality great durability recommend jus buy great
5,good product easy carry medium size gym bag value money good easy carry medium size gym bag
5,awesome le stuff like shoe towel protein shaker water bottle skipping rope good product not much gym stuff carry
5,size perfect gym item like pair shoe water bottle towel supplement best beginner cheap best beginner
5,price range good protects thing rain good nice bag
5,going carry limited item bag agood product issue size otherwise
5,fit pair boot litre bottle nice quality
5,good bag size lil bit small manageable nice
5,small lightweight enough space travelling worth buying good
5,good quality bag best bag price range
